Serial_number,csa_id,csa_name,chat_id,date,issue_type,chat_duration,Status_of_chat,Issue_resolved_review,CCXU,Concession_given,Concession_amount
24995,11221,Anuj,CH24995,1/4/2026,Order Cancelled Issue,7,Resolved,No response,5,Yes,50
24996,11235,Kunal,CH24996,1/16/2026,Wrong Amount Charged,16,Resolved,No,4,Yes,91
24997,11236,Shakshi,CH24997,1/19/2026,Refund Not Received,4,Transfer,Not sent,4,No,0
24998,11221,Anuj,CH24998,1/23/2026,Stuck in Shipment,12,Resolved,No response,5,No,0
24999,11229,Sirisha,CH24999,1/6/2026,Whole Package Missing,10,Transfer,Not sent,4,No,0
25000,11240,Santosh,CH25000,1/5/2026,Delivered Not Received,6,Transfer,Not sent,3,No,0
25001,11225,Kareem,CH25001,1/1/2026,Order Cancelled Issue,8,Resolved,Yes,5,Yes,54
25002,11225,Kareem,CH25002,1/5/2026,Wrong Amount Charged,23,Parked,Not sent,4,No,0
25003,11227,Godavari,CH25003,1/23/2026,Item Missing,12,Resolved,No response,5,Yes,20
25004,11232,Vivek,CH25004,1/17/2026,Delivered Not Received,9,Parked,Not sent,4,No,0
25005,11228,Muskan,CH25005,1/5/2026,Stuck in Shipment,23,Resolved,Yes,4,Yes,30
25006,11240,Santosh,CH25006,1/2/2026,Account Locked,3,Parked,Not sent,2,No,0
25007,11234,Mohan,CH25007,1/27/2026,Stuck in Shipment,4,Resolved,Yes,5,Yes,91
25008,11228,Muskan,CH25008,1/11/2026,Stuck in Shipment,9,Resolved,Yes,5,Yes,47
25009,11232,Vivek,CH25009,1/8/2026,Stuck in Shipment,16,Resolved,Yes,5,Yes,93
25010,11229,Sirisha,CH25010,1/4/2026,Payment Failed,14,Resolved,No response,4,No,0
25011,11229,Sirisha,CH25011,1/5/2026,Unknown Charge,24,Resolved,No response,4,Yes,53
25012,11237,Sona,CH25012,1/2/2026,Account Locked,14,Resolved,Yes,4,Yes,94
25013,11222,Amit,CH25013,1/25/2026,Payment Failed,11,Parked,Not sent,3,No,0
25014,11236,Shakshi,CH25014,1/12/2026,Unknown Charge,6,Escalated,Yes,3,No,0
25015,11224,Jameel,CH25015,1/25/2026,Unknown Charge,10,Transfer,Not sent,2,No,0
25016,11222,Amit,CH25016,1/1/2026,Unknown Charge,10,Parked,Not sent,2,No,0
25017,11234,Mohan,CH25017,1/10/2026,Item Missing,5,Resolved,No response,4,Yes,60
25018,11239,Sameer,CH25018,1/30/2026,Delivered Not Received,7,Resolved,Yes,4,No,0
25019,11234,Mohan,CH25019,1/9/2026,Unknown Charge,23,Parked,Not sent,2,No,0
25020,11239,Sameer,CH25020,1/29/2026,Whole Package Missing,17,Parked,Not sent,2,No,0
25021,11239,Sameer,CH25021,1/25/2026,Payment Failed,18,Resolved,Yes,5,No,0
25022,11236,Shakshi,CH25022,1/22/2026,Delivered Not Received,10,Resolved,No response,4,No,0
25023,11233,Naman,CH25023,1/12/2026,Order Cancelled Issue,7,Parked,Not sent,3,No,0
25024,11238,Shanti,CH25024,1/6/2026,Wrong Amount Charged,5,Transfer,Not sent,4,No,0
25025,11233,Naman,CH25025,1/2/2026,Refund Not Received,22,Resolved,No response,4,Yes,95
25026,11228,Muskan,CH25026,1/19/2026,Order Cancelled Issue,14,Resolved,Yes,5,No,0
25027,11229,Sirisha,CH25027,1/30/2026,Item Missing,18,Transfer,Not sent,4,No,0
25028,11228,Muskan,CH25028,1/28/2026,Item Missing,12,Resolved,Yes,4,Yes,79
25029,11240,Santosh,CH25029,1/24/2026,Item Missing,25,Transfer,Not sent,2,No,0
25030,11230,Pawan,CH25030,1/7/2026,Wrong Amount Charged,10,Resolved,Yes,5,Yes,29
25031,11239,Sameer,CH25031,1/29/2026,Whole Package Missing,9,Transfer,Not sent,3,No,0
25032,11221,Anuj,CH25032,1/10/2026,Wrong Amount Charged,11,Resolved,No,4,Yes,41
25033,11227,Godavari,CH25033,1/18/2026,Unknown Charge,23,Escalated,No response,2,No,0
25034,11225,Kareem,CH25034,1/28/2026,Unknown Charge,18,Resolved,No response,4,No,0
25035,11222,Amit,CH25035,1/25/2026,Delivered Not Received,6,Resolved,Yes,4,Yes,46
25036,11240,Santosh,CH25036,1/16/2026,Wrong Amount Charged,19,Resolved,Yes,5,Yes,50
25037,11240,Santosh,CH25037,1/22/2026,Refund Not Received,5,Parked,Not sent,2,No,0
25038,11231,Venkat,CH25038,1/20/2026,Account Locked,11,Transfer,Not sent,4,No,0
25039,11221,Anuj,CH25039,1/6/2026,Unknown Charge,21,Resolved,No response,5,Yes,50
25040,11235,Kunal,CH25040,1/23/2026,Stuck in Shipment,8,Parked,Not sent,2,No,0
25041,11228,Muskan,CH25041,1/15/2026,Refund Not Received,25,Transfer,Not sent,4,No,0
25042,11237,Sona,CH25042,1/6/2026,Whole Package Missing,12,Transfer,Not sent,3,No,0
25043,11223,Neha,CH25043,1/23/2026,Payment Failed,3,Transfer,Not sent,4,No,0
25044,11227,Godavari,CH25044,1/23/2026,Unknown Charge,10,Resolved,Yes,5,No,0
25045,11223,Neha,CH25045,1/11/2026,Account Locked,24,Resolved,No,4,No,0
25046,11238,Shanti,CH25046,1/20/2026,Payment Failed,15,Transfer,Not sent,4,No,0
25047,11221,Anuj,CH25047,1/13/2026,Wrong Amount Charged,14,Resolved,Yes,4,Yes,32
25048,11229,Sirisha,CH25048,1/14/2026,Refund Not Received,11,Resolved,No response,5,No,0
25049,11238,Shanti,CH25049,1/11/2026,Wrong Amount Charged,20,Transfer,Not sent,3,No,0
25050,11238,Shanti,CH25050,1/4/2026,Unknown Charge,22,Resolved,No response,4,Yes,47
25051,11226,Akash,CH25051,1/11/2026,Wrong Amount Charged,5,Transfer,Not sent,2,No,0
25052,11236,Shakshi,CH25052,1/6/2026,Delivered Not Received,25,Resolved,Yes,5,No,0
25053,11227,Godavari,CH25053,1/16/2026,Delivered Not Received,13,Parked,Not sent,2,No,0
25054,11235,Kunal,CH25054,1/16/2026,Account Locked,12,Resolved,No response,4,Yes,491
25055,11228,Muskan,CH25055,1/9/2026,Item Missing,4,Resolved,No response,4,Yes,55
25056,11240,Santosh,CH25056,1/29/2026,Payment Failed,17,Resolved,No response,5,Yes,197
25057,11234,Mohan,CH25057,1/13/2026,Unknown Charge,15,Transfer,Not sent,4,No,0
25058,11239,Sameer,CH25058,1/7/2026,Account Locked,25,Transfer,Not sent,4,No,0
25059,11230,Pawan,CH25059,1/13/2026,Stuck in Shipment,14,Resolved,Yes,5,No,0
25060,11227,Godavari,CH25060,1/4/2026,Account Locked,6,Resolved,Yes,5,No,0
25061,11239,Sameer,CH25061,1/19/2026,Whole Package Missing,5,Resolved,Yes,5,Yes,45
25062,11221,Anuj,CH25062,1/16/2026,Item Missing,25,Resolved,No,5,Yes,24
25063,11234,Mohan,CH25063,1/7/2026,Whole Package Missing,18,Parked,Not sent,2,No,0
25064,11224,Jameel,CH25064,1/21/2026,Item Missing,4,Resolved,No response,5,Yes,36
25065,11227,Godavari,CH25065,1/17/2026,Unknown Charge,20,Resolved,No,4,Yes,73
25066,11227,Godavari,CH25066,1/25/2026,Order Cancelled Issue,19,Resolved,No,4,No,0
25067,11224,Jameel,CH25067,1/12/2026,Order Cancelled Issue,24,Escalated,Yes,2,No,0
25068,11239,Sameer,CH25068,1/23/2026,Item Missing,8,Transfer,Not sent,2,No,0
25069,11224,Jameel,CH25069,1/4/2026,Unknown Charge,4,Parked,Not sent,4,No,0
25070,11237,Sona,CH25070,1/7/2026,Refund Not Received,5,Escalated,Yes,3,No,0
25071,11235,Kunal,CH25071,1/12/2026,Stuck in Shipment,19,Escalated,No response,3,No,0
25072,11236,Shakshi,CH25072,1/28/2026,Item Missing,18,Resolved,No response,4,Yes,33
25073,11232,Vivek,CH25073,1/6/2026,Refund Not Received,23,Parked,Not sent,4,No,0
25074,11236,Shakshi,CH25074,1/7/2026,Refund Not Received,17,Resolved,No response,4,No,0
25075,11229,Sirisha,CH25075,1/16/2026,Payment Failed,18,Resolved,Yes,5,Yes,91
25076,11235,Kunal,CH25076,1/20/2026,Whole Package Missing,3,Resolved,No,4,Yes,48
25077,11229,Sirisha,CH25077,1/20/2026,Delivered Not Received,11,Transfer,Not sent,3,No,0
25078,11230,Pawan,CH25078,1/11/2026,Item Missing,19,Parked,Not sent,3,No,0
25079,11239,Sameer,CH25079,1/10/2026,Account Locked,15,Resolved,Yes,4,Yes,43
25080,11223,Neha,CH25080,1/23/2026,Delivered Not Received,7,Parked,Not sent,2,No,0
25081,11232,Vivek,CH25081,1/24/2026,Payment Failed,17,Parked,Not sent,3,No,0
25082,11240,Santosh,CH25082,1/26/2026,Stuck in Shipment,16,Resolved,No response,5,Yes,60
25083,11222,Amit,CH25083,1/26/2026,Whole Package Missing,22,Parked,Not sent,2,No,0
25084,11236,Shakshi,CH25084,1/16/2026,Whole Package Missing,20,Escalated,No response,1,No,0
25085,11227,Godavari,CH25085,1/13/2026,Whole Package Missing,19,Resolved,No response,5,Yes,93
25086,11235,Kunal,CH25086,1/27/2026,Payment Failed,17,Resolved,No response,5,Yes,68
25087,11232,Vivek,CH25087,1/20/2026,Payment Failed,23,Resolved,Yes,4,Yes,80
25088,11230,Pawan,CH25088,1/5/2026,Whole Package Missing,17,Parked,Not sent,3,No,0
25089,11236,Shakshi,CH25089,1/22/2026,Delivered Not Received,22,Resolved,No response,5,Yes,27
25090,11232,Vivek,CH25090,1/18/2026,Payment Failed,17,Resolved,No response,4,Yes,92
25091,11230,Pawan,CH25091,1/17/2026,Whole Package Missing,18,Resolved,Yes,5,Yes,22
25092,11239,Sameer,CH25092,1/19/2026,Stuck in Shipment,24,Resolved,No response,4,Yes,35
25093,11236,Shakshi,CH25093,1/4/2026,Refund Not Received,14,Transfer,Not sent,4,No,0
25094,11229,Sirisha,CH25094,1/18/2026,Unknown Charge,14,Resolved,No response,5,Yes,47
25095,11240,Santosh,CH25095,1/15/2026,Refund Not Received,10,Transfer,Not sent,3,No,0
25096,11231,Venkat,CH25096,1/27/2026,Stuck in Shipment,20,Resolved,No,5,No,0
25097,11224,Jameel,CH25097,1/23/2026,Refund Not Received,18,Resolved,Yes,5,Yes,83
25098,11221,Anuj,CH25098,1/2/2026,Payment Failed,15,Parked,Not sent,4,No,0
25099,11236,Shakshi,CH25099,1/3/2026,Stuck in Shipment,25,Resolved,No response,5,No,0
25100,11224,Jameel,CH25100,1/18/2026,Account Locked,16,Resolved,Yes,4,No,0
25101,11226,Akash,CH25101,1/17/2026,Item Missing,22,Transfer,Not sent,3,No,0
25102,11233,Naman,CH25102,1/21/2026,Item Missing,9,Resolved,Yes,4,Yes,82
25103,11229,Sirisha,CH25103,1/22/2026,Unknown Charge,7,Resolved,Yes,4,No,0
25104,11237,Sona,CH25104,1/10/2026,Wrong Amount Charged,13,Parked,Not sent,4,No,0
25105,11238,Shanti,CH25105,1/19/2026,Stuck in Shipment,5,Resolved,No,5,Yes,69
25106,11239,Sameer,CH25106,1/6/2026,Order Cancelled Issue,4,Resolved,No response,4,Yes,52
25107,11233,Naman,CH25107,1/18/2026,Account Locked,22,Resolved,No,4,No,0
25108,11227,Godavari,CH25108,1/25/2026,Order Cancelled Issue,16,Resolved,No response,4,Yes,66
25109,11227,Godavari,CH25109,1/12/2026,Account Locked,21,Parked,Not sent,4,No,0
25110,11237,Sona,CH25110,1/12/2026,Wrong Amount Charged,16,Resolved,No,4,No,0
25111,11234,Mohan,CH25111,1/10/2026,Delivered Not Received,20,Resolved,Yes,5,No,0
25112,11236,Shakshi,CH25112,1/23/2026,Order Cancelled Issue,18,Parked,Not sent,3,No,0
25113,11225,Kareem,CH25113,1/24/2026,Order Cancelled Issue,6,Resolved,No,4,No,0
25114,11226,Akash,CH25114,1/19/2026,Unknown Charge,23,Resolved,No response,5,Yes,58
25115,11230,Pawan,CH25115,1/1/2026,Stuck in Shipment,17,Resolved,Yes,5,Yes,60
25116,11231,Venkat,CH25116,1/30/2026,Delivered Not Received,7,Resolved,Yes,5,No,0
25117,11235,Kunal,CH25117,1/27/2026,Delivered Not Received,4,Escalated,No response,2,No,0
25118,11225,Kareem,CH25118,1/7/2026,Whole Package Missing,17,Transfer,Not sent,2,No,0
25119,11235,Kunal,CH25119,1/5/2026,Item Missing,23,Resolved,Yes,4,Yes,64
25120,11239,Sameer,CH25120,1/17/2026,Payment Failed,9,Transfer,Not sent,2,No,0
25121,11234,Mohan,CH25121,1/13/2026,Refund Not Received,20,Resolved,No response,4,Yes,29
25122,11230,Pawan,CH25122,1/6/2026,Order Cancelled Issue,25,Parked,Not sent,4,No,0
25123,11236,Shakshi,CH25123,1/26/2026,Account Locked,23,Resolved,No response,5,Yes,42
25124,11234,Mohan,CH25124,1/20/2026,Wrong Amount Charged,5,Parked,Not sent,4,No,0
25125,11226,Akash,CH25125,1/27/2026,Refund Not Received,15,Resolved,Yes,5,Yes,45
25126,11225,Kareem,CH25126,1/14/2026,Stuck in Shipment,4,Resolved,Yes,5,Yes,66
25127,11230,Pawan,CH25127,1/16/2026,Account Locked,24,Resolved,Yes,5,No,0
25128,11240,Santosh,CH25128,1/19/2026,Account Locked,17,Parked,Not sent,3,No,0
25129,11231,Venkat,CH25129,1/25/2026,Wrong Amount Charged,19,Transfer,Not sent,3,No,0
25130,11229,Sirisha,CH25130,1/29/2026,Order Cancelled Issue,17,Parked,Not sent,3,No,0
25131,11240,Santosh,CH25131,1/15/2026,Item Missing,5,Escalated,No response,2,No,0
25132,11233,Naman,CH25132,1/11/2026,Item Missing,10,Resolved,No response,4,Yes,35
25133,11236,Shakshi,CH25133,1/7/2026,Wrong Amount Charged,19,Resolved,No response,4,Yes,32
25134,11226,Akash,CH25134,1/23/2026,Unknown Charge,22,Resolved,Yes,4,Yes,11
25135,11234,Mohan,CH25135,1/28/2026,Account Locked,13,Resolved,Yes,5,Yes,57
25136,11228,Muskan,CH25136,1/24/2026,Whole Package Missing,7,Transfer,Not sent,2,No,0
25137,11230,Pawan,CH25137,1/29/2026,Delivered Not Received,3,Resolved,No response,4,Yes,81
25138,11234,Mohan,CH25138,1/13/2026,Order Cancelled Issue,14,Resolved,Yes,5,No,0
25139,11225,Kareem,CH25139,1/10/2026,Account Locked,16,Resolved,Yes,4,No,0
25140,11231,Venkat,CH25140,1/27/2026,Item Missing,21,Transfer,Not sent,3,No,0
25141,11233,Naman,CH25141,1/5/2026,Whole Package Missing,23,Parked,Not sent,2,No,0
25142,11231,Venkat,CH25142,1/28/2026,Stuck in Shipment,6,Resolved,No response,5,No,0
25143,11233,Naman,CH25143,1/25/2026,Payment Failed,25,Escalated,No response,1,No,0
25144,11237,Sona,CH25144,1/13/2026,Delivered Not Received,5,Escalated,No response,2,No,0
25145,11240,Santosh,CH25145,1/13/2026,Wrong Amount Charged,14,Resolved,Yes,4,Yes,58
25146,11229,Sirisha,CH25146,1/29/2026,Refund Not Received,10,Parked,Not sent,2,No,0
25147,11236,Shakshi,CH25147,1/22/2026,Order Cancelled Issue,10,Resolved,No response,4,No,0
25148,11232,Vivek,CH25148,1/4/2026,Refund Not Received,16,Resolved,No response,4,Yes,247
25149,11225,Kareem,CH25149,1/23/2026,Whole Package Missing,17,Resolved,Yes,5,Yes,376
25150,11225,Kareem,CH25150,1/16/2026,Refund Not Received,3,Resolved,No response,5,Yes,15
25151,11229,Sirisha,CH25151,1/21/2026,Refund Not Received,24,Resolved,No response,4,Yes,46
25152,11224,Jameel,CH25152,1/9/2026,Payment Failed,5,Transfer,Not sent,2,No,0
25153,11231,Venkat,CH25153,1/25/2026,Account Locked,4,Transfer,Not sent,4,No,0
25154,11221,Anuj,CH25154,1/30/2026,Payment Failed,17,Resolved,Yes,5,Yes,364
25155,11222,Amit,CH25155,1/23/2026,Delivered Not Received,8,Resolved,No response,4,Yes,43
25156,11237,Sona,CH25156,1/11/2026,Delivered Not Received,18,Parked,Not sent,2,No,0
25157,11233,Naman,CH25157,1/24/2026,Refund Not Received,17,Parked,Not sent,2,No,0
25158,11225,Kareem,CH25158,1/4/2026,Wrong Amount Charged,5,Parked,Not sent,3,No,0
25159,11226,Akash,CH25159,1/20/2026,Payment Failed,13,Resolved,Yes,4,Yes,24
25160,11233,Naman,CH25160,1/1/2026,Account Locked,25,Resolved,No,5,Yes,49
25161,11223,Neha,CH25161,1/30/2026,Whole Package Missing,16,Resolved,Yes,5,Yes,43
25162,11237,Sona,CH25162,1/5/2026,Account Locked,7,Parked,Not sent,4,No,0
25163,11225,Kareem,CH25163,1/10/2026,Item Missing,13,Escalated,Yes,1,No,0
25164,11227,Godavari,CH25164,1/17/2026,Wrong Amount Charged,8,Transfer,Not sent,4,No,0
25165,11229,Sirisha,CH25165,1/6/2026,Payment Failed,14,Parked,Not sent,3,No,0
25166,11229,Sirisha,CH25166,1/6/2026,Refund Not Received,20,Escalated,No response,3,No,0
25167,11223,Neha,CH25167,1/11/2026,Order Cancelled Issue,25,Escalated,No response,2,No,0
25168,11233,Naman,CH25168,1/5/2026,Wrong Amount Charged,22,Escalated,No response,2,No,0
25169,11228,Muskan,CH25169,1/30/2026,Unknown Charge,23,Resolved,Yes,4,Yes,41
25170,11224,Jameel,CH25170,1/10/2026,Item Missing,10,Resolved,Yes,5,Yes,37
25171,11226,Akash,CH25171,1/11/2026,Item Missing,11,Resolved,Yes,4,Yes,475
25172,11226,Akash,CH25172,1/1/2026,Account Locked,12,Resolved,Yes,5,Yes,16
25173,11228,Muskan,CH25173,1/14/2026,Order Cancelled Issue,24,Resolved,No response,5,Yes,34
25174,11225,Kareem,CH25174,1/24/2026,Item Missing,4,Transfer,Not sent,2,No,0
25175,11228,Muskan,CH25175,1/10/2026,Whole Package Missing,21,Resolved,No,5,Yes,37
25176,11225,Kareem,CH25176,1/17/2026,Payment Failed,9,Resolved,No response,5,Yes,41
25177,11231,Venkat,CH25177,1/23/2026,Item Missing,20,Resolved,Yes,4,Yes,82
25178,11229,Sirisha,CH25178,1/23/2026,Stuck in Shipment,7,Resolved,Yes,4,Yes,214
25179,11233,Naman,CH25179,1/3/2026,Whole Package Missing,15,Resolved,No,5,Yes,339
25180,11225,Kareem,CH25180,1/10/2026,Unknown Charge,5,Escalated,Yes,3,No,0
25181,11230,Pawan,CH25181,1/17/2026,Delivered Not Received,14,Transfer,Not sent,2,No,0
25182,11233,Naman,CH25182,1/17/2026,Delivered Not Received,8,Resolved,No,5,Yes,52
25183,11230,Pawan,CH25183,1/18/2026,Payment Failed,21,Transfer,Not sent,4,No,0
25184,11224,Jameel,CH25184,1/8/2026,Refund Not Received,4,Resolved,Yes,4,Yes,31
25185,11225,Kareem,CH25185,1/19/2026,Refund Not Received,20,Resolved,No response,4,Yes,67
25186,11230,Pawan,CH25186,1/12/2026,Account Locked,5,Resolved,Yes,4,Yes,38
25187,11226,Akash,CH25187,1/18/2026,Delivered Not Received,18,Resolved,Yes,4,No,0
25188,11229,Sirisha,CH25188,1/25/2026,Payment Failed,25,Resolved,No response,4,No,0
25189,11237,Sona,CH25189,1/29/2026,Account Locked,10,Resolved,Yes,4,Yes,20
25190,11226,Akash,CH25190,1/19/2026,Unknown Charge,3,Resolved,Yes,4,No,0
25191,11233,Naman,CH25191,1/1/2026,Refund Not Received,23,Transfer,Not sent,3,No,0
25192,11232,Vivek,CH25192,1/21/2026,Order Cancelled Issue,16,Resolved,Yes,4,Yes,33
25193,11231,Venkat,CH25193,1/8/2026,Item Missing,22,Resolved,Yes,5,Yes,86
25194,11227,Godavari,CH25194,1/12/2026,Whole Package Missing,15,Transfer,Not sent,3,No,0
25195,11223,Neha,CH25195,1/8/2026,Stuck in Shipment,23,Parked,Not sent,4,No,0
25196,11222,Amit,CH25196,1/22/2026,Item Missing,15,Resolved,Yes,4,Yes,24
25197,11238,Shanti,CH25197,1/20/2026,Unknown Charge,12,Parked,Not sent,2,No,0
25198,11238,Shanti,CH25198,1/16/2026,Wrong Amount Charged,20,Resolved,Yes,4,Yes,91
25199,11237,Sona,CH25199,1/6/2026,Unknown Charge,22,Resolved,Yes,4,No,0
25200,11225,Kareem,CH25200,1/28/2026,Wrong Amount Charged,9,Escalated,Yes,2,No,0
25201,11231,Venkat,CH25201,1/21/2026,Wrong Amount Charged,20,Resolved,No response,4,Yes,41
25202,11221,Anuj,CH25202,1/7/2026,Item Missing,22,Resolved,No,5,Yes,90
25203,11229,Sirisha,CH25203,1/1/2026,Order Cancelled Issue,7,Resolved,No response,4,Yes,27
25204,11233,Naman,CH25204,1/17/2026,Payment Failed,14,Parked,Not sent,2,No,0
25205,11224,Jameel,CH25205,1/25/2026,Wrong Amount Charged,8,Parked,Not sent,2,No,0
25206,11228,Muskan,CH25206,1/4/2026,Stuck in Shipment,12,Escalated,Yes,2,No,0
25207,11240,Santosh,CH25207,1/23/2026,Payment Failed,14,Transfer,Not sent,3,No,0
25208,11236,Shakshi,CH25208,1/15/2026,Refund Not Received,7,Resolved,Yes,5,Yes,68
25209,11226,Akash,CH25209,1/28/2026,Item Missing,3,Resolved,Yes,4,Yes,92
25210,11226,Akash,CH25210,1/26/2026,Delivered Not Received,24,Resolved,Yes,5,Yes,54
25211,11230,Pawan,CH25211,1/19/2026,Account Locked,3,Resolved,No response,4,Yes,80
25212,11235,Kunal,CH25212,1/19/2026,Item Missing,12,Resolved,No,5,Yes,44
25213,11236,Shakshi,CH25213,1/13/2026,Item Missing,16,Resolved,No,5,Yes,54
25214,11231,Venkat,CH25214,1/29/2026,Item Missing,10,Transfer,Not sent,2,No,0
25215,11227,Godavari,CH25215,1/13/2026,Wrong Amount Charged,20,Escalated,No response,2,No,0
25216,11235,Kunal,CH25216,1/7/2026,Payment Failed,3,Escalated,No response,4,No,0
25217,11228,Muskan,CH25217,1/22/2026,Unknown Charge,3,Escalated,No response,2,No,0
25218,11238,Shanti,CH25218,1/27/2026,Whole Package Missing,13,Resolved,Yes,5,Yes,87
25219,11224,Jameel,CH25219,1/3/2026,Account Locked,9,Parked,Not sent,4,No,0
25220,11221,Anuj,CH25220,1/22/2026,Unknown Charge,19,Transfer,Not sent,2,No,0
25221,11240,Santosh,CH25221,1/23/2026,Payment Failed,15,Parked,Not sent,3,No,0
25222,11237,Sona,CH25222,1/9/2026,Whole Package Missing,25,Parked,Not sent,4,No,0
25223,11228,Muskan,CH25223,1/12/2026,Wrong Amount Charged,3,Resolved,Yes,5,Yes,30
25224,11224,Jameel,CH25224,1/15/2026,Delivered Not Received,8,Resolved,No response,4,Yes,43
25225,11225,Kareem,CH25225,1/21/2026,Account Locked,14,Resolved,No response,4,Yes,34
25226,11237,Sona,CH25226,1/27/2026,Wrong Amount Charged,20,Parked,Not sent,3,No,0
25227,11223,Neha,CH25227,1/1/2026,Whole Package Missing,6,Resolved,Yes,4,Yes,301
25228,11236,Shakshi,CH25228,1/23/2026,Refund Not Received,10,Escalated,No response,3,No,0
25229,11238,Shanti,CH25229,1/25/2026,Payment Failed,19,Resolved,No response,4,No,0
25230,11235,Kunal,CH25230,1/12/2026,Stuck in Shipment,10,Resolved,Yes,4,Yes,31
25231,11232,Vivek,CH25231,1/25/2026,Stuck in Shipment,3,Resolved,No response,4,Yes,33
25232,11234,Mohan,CH25232,1/12/2026,Stuck in Shipment,25,Resolved,No,5,Yes,62
25233,11232,Vivek,CH25233,1/6/2026,Wrong Amount Charged,13,Resolved,No response,5,Yes,54
25234,11240,Santosh,CH25234,1/21/2026,Refund Not Received,12,Resolved,No,5,No,0
25235,11237,Sona,CH25235,1/7/2026,Stuck in Shipment,23,Resolved,No response,4,Yes,70
25236,11230,Pawan,CH25236,1/16/2026,Item Missing,5,Resolved,No response,5,Yes,63
25237,11233,Naman,CH25237,1/29/2026,Stuck in Shipment,8,Transfer,Not sent,2,No,0
25238,11225,Kareem,CH25238,1/6/2026,Whole Package Missing,10,Escalated,Yes,2,No,0
25239,11235,Kunal,CH25239,1/6/2026,Delivered Not Received,5,Parked,Not sent,2,No,0
25240,11237,Sona,CH25240,1/22/2026,Payment Failed,11,Resolved,No response,5,Yes,95
25241,11222,Amit,CH25241,1/26/2026,Wrong Amount Charged,10,Resolved,No response,4,Yes,77
25242,11234,Mohan,CH25242,1/2/2026,Order Cancelled Issue,6,Resolved,Yes,5,No,0
25243,11231,Venkat,CH25243,1/28/2026,Account Locked,8,Parked,Not sent,3,No,0
25244,11225,Kareem,CH25244,1/14/2026,Payment Failed,23,Escalated,No response,1,No,0
25245,11236,Shakshi,CH25245,1/8/2026,Wrong Amount Charged,24,Resolved,Yes,4,No,0
25246,11237,Sona,CH25246,1/9/2026,Account Locked,19,Resolved,Yes,5,Yes,17
25247,11239,Sameer,CH25247,1/6/2026,Delivered Not Received,15,Resolved,Yes,5,No,0
25248,11224,Jameel,CH25248,1/26/2026,Wrong Amount Charged,8,Resolved,Yes,4,Yes,21
25249,11229,Sirisha,CH25249,1/25/2026,Whole Package Missing,21,Resolved,Yes,4,Yes,58
25250,11226,Akash,CH25250,1/25/2026,Wrong Amount Charged,9,Escalated,Yes,3,No,0
25251,11222,Amit,CH25251,1/4/2026,Whole Package Missing,12,Resolved,Yes,4,Yes,44
25252,11236,Shakshi,CH25252,1/23/2026,Item Missing,5,Resolved,Yes,4,Yes,73
25253,11235,Kunal,CH25253,1/3/2026,Whole Package Missing,22,Transfer,Not sent,4,No,0
25254,11223,Neha,CH25254,1/19/2026,Refund Not Received,8,Resolved,No response,5,Yes,76
25255,11237,Sona,CH25255,1/11/2026,Account Locked,20,Transfer,Not sent,3,No,0
